Provider Name,Street,City,State,Zip,Full Address,Phone,EvexiPEL Profile URL,Google Business URL
Total Life Wellness and Aesthetics,124 Ernest R Kouma Blvd Ste 1,Radcliff,KY,40160,"124 Ernest R Kouma Blvd Ste 1 Radcliff, KY 40160",(812) 737-3921,https://www.evexipel.com/hormone-replacement-therapy-provider/total-life-wellness-and-aesthetics-radcliff-ky/,
Rejuvenate RX,236 E Main St,Richmond,KY,40475,"236 E Main St Richmond, KY 40475",(859) 549-3374,https://www.evexipel.com/hormone-replacement-therapy-provider/rejuvenate-rx-richmond-ky/,
Future Hope Total Health,231 Midland Park Ste 101,Shelbyville,KY,40065,"231 Midland Park Ste 101 Shelbyville, KY 40065",(502) 842-4077,https://www.evexipel.com/hormone-replacement-therapy-provider/future-hope-total-health-shelbyville-ky/,
ELITE MEDSPA,9232 US-42 Suite,Union,KY,41091,"9232 US-42 Suite D Union, KY 41091",(859) 249-9664,https://www.evexipel.com/hormone-replacement-therapy-provider/elite-medspa-union-ky/,
Mind & Body Medspa,194 S. Main Street,Versailles,KY,40383,"194 S. Main Street Versailles, KY 40383",(859) 695-2678,https://www.evexipel.com/hormone-replacement-therapy-provider/mind-body-medspa-versailles-ky/,
Louisiana Cardiovascular & Thoracic Inst,3311 Prescott Road Suite 202,Alexandria,LA,71301,"3311 Prescott Road Suite 202 Alexandria, LA 71301",(318) 407-7045,https://www.evexipel.com/hormone-replacement-therapy-provider/louisiana-cardiovascular-thoracic-inst-alexandria-la/,
Mcculloh Health and Wellness,2645 Oneal Ln Bldg,B-A Baton Rouge,LA,70816,"2645 Oneal Ln Bldg B-A Baton Rouge, LA 70816",(225) 422-1969,https://www.evexipel.com/hormone-replacement-therapy-provider/mcculloh-health-and-wellness-baton-rouge-la/,
Blue Willow Medical,16275 Highland Rd,Baton Rouge,LA,70810,"16275 Highland Rd Baton Rouge, LA 70810",(225) 457-3383,https://www.evexipel.com/hormone-replacement-therapy-provider/blue-willow-medical-baton-rouge-la/,
Drs. McCulloh,2645 O'Neal Ln Bldg B Ste,Baton Rouge,LA,70816,"2645 O'Neal Ln Bldg B Ste C Baton Rouge, LA 70816",(225) 320-4853,https://www.evexipel.com/hormone-replacement-therapy-provider/drs-mcculloh-baton-rouge-la/,
NeuroMuscular Medical Associates,18212 E Petroleum Dr. STE.,Baton Rouge,LA,70809,"18212 E Petroleum Dr. STE. 6A Baton Rouge, LA 70809",(504) 380-9431,https://www.evexipel.com/hormone-replacement-therapy-provider/neuromuscular-medical-associates-hammond-la/,
Palace for Healthy Living & Cons.,563 Colonial Dr.,Baton Rouge,LA,70806,"563 Colonial Dr. Baton Rouge, LA 70806",(225) 267-8453,https://www.evexipel.com/hormone-replacement-therapy-provider/palace-for-healthy-living-cons-baton-rouge-la/,
SYNC Life,17650 Highland Road Suite E,Baton Rouge,LA,70810,"17650 Highland Road Suite E Baton Rouge, LA 70810",(225) 443-3575,https://www.evexipel.com/hormone-replacement-therapy-provider/sync-life-baton-rouge-la/,
29:11 Medspa,182 Barclay Blvd. Suite 104,Bossier City,LA,71111,"182 Barclay Blvd. Suite  104 Bossier City, LA 71111",(318) 708-8528,https://www.evexipel.com/hormone-replacement-therapy-provider/2911-medspa-bossier-city-la/,
Willow Total Health,4016 Highway 90 E Ste 112,Broussard,LA,70518,"4016 Highway 90 E Ste 112 Broussard, LA 70518",(337) 333-4160,https://www.evexipel.com/hormone-replacement-therapy-provider/willow-total-health-broussard-la/,
Fielder Family Clinic,503 N Church St,Carencro,LA,70520,"503 N Church St Carencro, LA 70520",(337) 628-8736,https://www.evexipel.com/hormone-replacement-therapy-provider/fielder-family-clinic-carencro-la/,
Revive Health and Wellness Carencro,218 Hector Connoly Rd. Ste 200,Carencro,LA,70520,"218 Hector Connoly Rd. Ste 200 Carencro, LA 70520",(337) 435-9276,https://www.evexipel.com/hormone-replacement-therapy-provider/revive-health-and-wellness-carencro-la/,
Lola's Medical Spa & Wellness LLC,1800 East Judge Perez Drive Ste.,Chalmette,LA,70043,"1800 East Judge Perez Drive Ste. C Chalmette, LA 70043",(504) 276-5565,https://www.evexipel.com/hormone-replacement-therapy-provider/lolas-medical-spa-wellness-llc-chalmette-la/,
"Jill Gibson, MD",106 Highland Park Plaza,Covington,LA,70433,"106 Highland Park Plaza Covington, LA 70433",(985) 336-3577,https://www.evexipel.com/hormone-replacement-therapy-provider/jill-gibson-md-covington-la/,
Tchefuncte Health and Wellness,56 Starbrush Circle,Covington,LA,70433,"56 Starbrush Circle Covington, LA 70433",(985) 616-6556,https://www.evexipel.com/hormone-replacement-therapy-provider/tchefuncte-health-and-wellness-covington-la/,
Women's Health & Wellness,77 Starbrush Circle,Covington,LA,70433,"77 Starbrush Circle Covington, LA 70433",(985) 615-3155,https://www.evexipel.com/hormone-replacement-therapy-provider/womens-health-wellness-covington-la/,
Acadia Total Health,1307 Crowley Rayne Hwy Ste E,Crowley,LA,70526,"1307 Crowley Rayne Hwy Ste E Crowley, LA 70526",(337) 473-2327,https://www.evexipel.com/hormone-replacement-therapy-provider/acadia-total-health-crowley-la/,
Checkpoint Urgent Care,753 Oddfellows Rd Suite,Crowley,LA,70526,"753 Oddfellows Rd Suite F Crowley, LA 70526",(337) 243-1291,https://www.evexipel.com/hormone-replacement-therapy-provider/checkpoint-urgent-care-crowley-la/,
Hanks Health and Wellness,19503 Lake Charles Hwy Suite,DeRidder,LA,70634,"19503 Lake Charles Hwy Suite B DeRidder, LA 70634",(337) 409-8286,https://www.evexipel.com/hormone-replacement-therapy-provider/hanks-health-and-wellness-deridder-la/,
Omni Health & Wellness,4323 Hwy 27 N,Dequincy,LA,70633,"4323 Hwy 27 N Dequincy, LA 70633",(337) 415-2715,https://www.evexipel.com/hormone-replacement-therapy-provider/omni-health-wellness-dequincy-la/,
Healing Path Clinic,123 N. 5th St.,Eunice,LA,70535,"123 N. 5th St. Eunice, LA 70535",(337) 329-8842,https://www.evexipel.com/hormone-replacement-therapy-provider/healing-path-clinic-eunice-la/,
Ascension Center for Womens Hlth,1943 S. Burnside Avenue,Gonzalez,LA,70737,"1943 S. Burnside Avenue Gonzalez, LA 70737",(225) 647-2294,https://www.evexipel.com/hormone-replacement-therapy-provider/ascension-center-for-womens-hlth-gonzales-la/,
The Aesthetic Haus- Gretna,803 3rd St,Gretna,LA,70053,"803 3rd St Gretna, LA 70053",(985) 306-8543,https://www.evexipel.com/hormone-replacement-therapy-provider/the-aesthetic-haus-gretna-la/,
Oak House Med Spa,1640 Hickory Ave Ste,Harahan,LA,70123,"1640 Hickory Ave Ste A Harahan, LA 70123",(504) 499-1069,https://www.evexipel.com/hormone-replacement-therapy-provider/oak-house-med-spa-harahan-la/,
360 Wellness,855 Belanger Street Ste 108,Houma,LA,70360,"855 Belanger Street Ste 108 Houma, LA 70360",(985) 228-9408,https://www.evexipel.com/hormone-replacement-therapy-provider/360-wellness-houma-la/,
Roberts Aesthetics And Wellness,100 Melissa Lane,Houma,LA,70360,"100 Melissa Lane Houma, LA 70360",(985) 243-1601,https://www.evexipel.com/hormone-replacement-therapy-provider/roberts-aesthetics-and-wellness-houma-la/,
Axcelicare,621 East Miller Avenue,Iowa,LA,70647,"621 East Miller Avenue Iowa, LA 70647",(337) 485-6455,https://www.evexipel.com/hormone-replacement-therapy-provider/axcelicare-iowa-la/,
Dr Dupon Aesthetics and Anti-Aging,233 Doucet Rd Ste,Lafayette,LA,70503,"233 Doucet Rd Ste A6 Lafayette, LA 70503",(337) 282-9155,https://www.evexipel.com/hormone-replacement-therapy-provider/dr-dupon-aesthetics-and-anti-aging-lafayette-la/,
Occupational & Integrative Medicine,221 Southpark Rd. Ste,Lafayette,LA,70508,"221 Southpark Rd. Ste B Lafayette, LA 70508",(337) 391-3800,https://www.evexipel.com/hormone-replacement-therapy-provider/occupational-integrative-medicine-lafayette-la/,
Somner Age Management Medicine,102 Coulee Shore Dr.,Lafayette,LA,70503,"102 Coulee Shore Dr. Lafayette, LA 70503",(337) 270-8522,https://www.evexipel.com/hormone-replacement-therapy-provider/somner-age-management-medicine-lafayette-la/,
The Specialist Clinic,1206 East Broussard Road Suite 102,Lafayette,LA,70508,"1206 East Broussard Road Suite 102 Lafayette, LA 70508",(337) 227-9252,https://www.evexipel.com/hormone-replacement-therapy-provider/the-specialist-clinic-lafayette-la/,
Integrativ Hydration,4421 Nelson Rd,Lake Charles,LA,70605,"4421 Nelson Rd Lake Charles, LA 70605",(337) 329-9601,https://www.evexipel.com/hormone-replacement-therapy-provider/integrativ-hydration-lake-charles-la/,
Revitalized Health William St,1510 William st.,Lake Charles,LA,70601,"1510 William st. Lake Charles, LA 70601",(337) 284-9189,https://www.evexipel.com/hormone-replacement-therapy-provider/revitalized-health-william-st-lake-charles-la/,
The Skin Studios,2640 Country Club Rd Ste 100,Lake Charles,LA,70605,"2640 Country Club Rd Ste 100 Lake Charles, LA 70605",(337) 434-3172,https://www.evexipel.com/hormone-replacement-therapy-provider/the-skin-studios-lake-charles-la/,
South Beauregard Medical Center,12186 Hwy 171,Longville,LA,70652,"12186 Hwy 171 Longville, LA 70652",(337) 473-2011,https://www.evexipel.com/hormone-replacement-therapy-provider/south-beauregard-medical-center-longville-la/,
The Aesthetic Haus,1901 U.S. Hwy. 190 Suite 18,Mandeville,LA,70448,"1901 U.S. Hwy. 190 Suite 18 Mandeville, LA 70448",(985) 328-2865,https://www.evexipel.com/hormone-replacement-therapy-provider/the-aesthetic-haus-mandeville-la/,
Revitalize Sabine Medspa & Wellness,905 Main St.,Many,LA,71449,"905 Main St. Many, LA 71449",(318) 495-8298,https://www.evexipel.com/hormone-replacement-therapy-provider/revitalize-sabine-medspa-wellness-many-la/,
Bopp Dermatology & Facial Plastic Surgery,3421 N Causeway Blvd Ste 102,Metairie,LA,70002,"3421 N Causeway Blvd Ste 102 Metairie, LA 70002",(985) 308-5517,https://www.evexipel.com/hormone-replacement-therapy-provider/bopp-dermatology-facial-plastic-surgery-metairie-la/,
Premier Family Clinic,102 Office Park Dr,Minden,LA,71055,"102 Office Park Dr Minden, LA 71055",(318) 607-1908,https://www.evexipel.com/hormone-replacement-therapy-provider/premier-family-clinic-minden-la/,
SPA Terra,2900 Forsythe Ave,Monroe,LA,71201,"2900 Forsythe Ave Monroe, LA 71201",(318) 496-8023,https://www.evexipel.com/hormone-replacement-therapy-provider/spa-terra-monroe-la/,
Fleur-De-Lis Aesthetic & Apothecary,3001 Napoleon Ave Ste,New Orleans,LA,70125,"3001 Napoleon Ave Ste B New Orleans, LA 70125",(504) 608-3068,https://www.evexipel.com/hormone-replacement-therapy-provider/fleur-de-lis-aesthetic-apothecary-new-orleans-la/,
Sophrosyne Health and Wellness,1871 Agriculture St,New Orleans,LA,70119,"1871 Agriculture St New Orleans, LA 70119",(985) 616-5242,https://www.evexipel.com/hormone-replacement-therapy-provider/sophrosyne-health-and-wellness-new-orleans-la/,
Gleaux Rx IV Bar and Med Spa,725 Hospital Rd.,New Roads,LA,70760,"725 Hospital Rd. New Roads, LA 70760",(318) 520-9220,https://www.evexipel.com/hormone-replacement-therapy-provider/gleaux-rx-iv-bar-and-med-spa-new-roads-la/,
Gleaux Rx Wellness - Saint Francisville,7197 US HWY 61 Ste. E,Saint Francisville,LA,70775,"7197 US HWY 61 Ste. E Saint Francisville, LA 70775",(225) 627-7085,https://www.evexipel.com/hormone-replacement-therapy-provider/gleaux-rx-wellness-saint-francisville-st-francisville-la/,
Firmin Foundations,16104 Highway 1,Simmesport,LA,71369,"16104 Highway 1 Simmesport, LA 71369",(225) 269-4830,https://www.evexipel.com/hormone-replacement-therapy-provider/firmin-foundations-simmesport-la/,https://www.google.com/search?q=Firmin+Family+Care&hl=en&mat=CQ3Hoe4UcT0zElYBTVDHniFWJvV7zpE3ZLE6g5G0PBlCe_ZsDOnIAQpelINLD3Xy74N6Ah_ujMTSk2UrAFDyNt_ka13U7OH0GVARs0N5jCdS6SSKBU7fZA1YozEcoy64tg&authuser=1&sei=HJjzaY2uGqq5qtsPqb3tiAM&dlnr=1
Magnolia Health And Wellness,316 Plantation Hills Blvd Ste,Stonewall,LA,71078,"316 Plantation Hills Blvd Ste B Stonewall, LA 71078",(318) 402-0149,https://www.evexipel.com/hormone-replacement-therapy-provider/magnolia-health-and-wellness-stonewall-la/,
Magnolia Regenerative Medicine,1535 W Main St,Ville Platte,LA,70586,"1535 W Main St Ville Platte, LA 70586",(318) 616-8204,https://www.evexipel.com/hormone-replacement-therapy-provider/magnolia-regenerative-medicine-ville-platte-la/,
Vidrine Community Clinic,4940 Vidrine Rd.,Ville Platte,LA,70586,"4940 Vidrine Rd. Ville Platte, LA 70586",(318) 616-8146,https://www.evexipel.com/hormone-replacement-therapy-provider/vidrine-community-clinic-ville-platte-la/,
The Hormone Connection,27999 Old South Walker Road Suite,Walker,LA,70785,"27999 Old South Walker Road Suite H Walker, LA 70785",(225) 378-2409,https://www.evexipel.com/hormone-replacement-therapy-provider/the-hormone-connection-walker-la/,
Lane Regional Medical Center,6550 Main St Ste 2000,Zachary,LA,70791,"6550 Main St Ste 2000 Zachary, LA 70791",(225) 417-3585,https://www.evexipel.com/hormone-replacement-therapy-provider/lane-regional-medical-center-zachary-la/,
Forever Young Medical Aesthetics,325 Southbridge Street Suite,Auburn,MA,01501,"325 Southbridge Street Suite R Auburn, MA 01501",(978) 917-7233,https://www.evexipel.com/hormone-replacement-therapy-provider/forever-young-medical-aesthetics-auburn-ma/,
Alainn Medical Aesthetics,175 Great Rd Suite 210,Bedford,MA,01730,"175 Great Rd Suite 210 Bedford, MA 01730",(978) 737-7574,https://www.evexipel.com/hormone-replacement-therapy-provider/alainn-medical-aesthetics-bedford-ma/,
"Smithers & Ko Health Services, LLC",288 Groveland St,C-3 Haverhill,MA,01830,"288 Groveland St C-3 Haverhill, MA 01830",(978) 404-4951,https://www.evexipel.com/hormone-replacement-therapy-provider/smithers-ko-health-services-llc-haverhill-ma/,
Clareo Plastic Surgery,25 Boylston St Ste 304,Chestnut Hill,MA,02467,"25 Boylston St Ste 304 Chestnut Hill, MA 02467",(978) 898-0495,https://www.evexipel.com/hormone-replacement-therapy-provider/clareo-plastic-surgery-newton-ma/,
Prima-CARE Revive MD,215 Pleasant Street Ste,Fall River,MA,02723,"215 Pleasant Street Ste 301A Fall River, MA 02723",(774) 504-5574,https://www.evexipel.com/hormone-replacement-therapy-provider/prima-care-revive-md-fall-river-ma/,https://share.google/rDQuvBKAtJwjOsVd6
Powell Studio Beauty + Wellness,222 Webster Street,Hanover,MA,02339,"222 Webster Street Hanover, MA 02339",(781) 332-4267,https://www.evexipel.com/hormone-replacement-therapy-provider/powell-studio-beauty-wellness-hanover-ma/,
Reimagine Weight Loss - Kingston,431 Country Club Way,Kingston,MA,02364,"431 Country Club Way Kingston, MA 02364",(781) 805-3119,https://www.evexipel.com/hormone-replacement-therapy-provider/reimagine-weight-loss-kingston-yarmouth-ma/,
RN Esthetics,40 Salem St Ste 3,Lynnfield,MA,01940,"40 Salem St Ste 3 Lynnfield, MA 01940",(781) 412-3438,https://www.evexipel.com/hormone-replacement-therapy-provider/rn-esthetics-lynnfield-ma/,
Jsj Aesthetics – Medford,10 High St.,Medford,MA,02155,"10 High St. Medford, MA 02155",(978) 949-8622,https://www.evexipel.com/hormone-replacement-therapy-provider/jsj-aesthetics-medford-ma/,
"Artemis 22 Aesthetics, Health & Wellness",81 N Main St,Middleton,MA,01949,"81 N Main St Middleton, MA 01949",(857) 837-7570,https://www.evexipel.com/hormone-replacement-therapy-provider/artemis-22-aesthetics-health-wellness-middleton-ma/,https://share.google/wnK2axUsrxvQ3UKgl
Wellness Specialists of Milford,18 Asylum St,Milford,MA,01757,"18 Asylum St Milford, MA 01757",(508) 684-2987,https://www.evexipel.com/hormone-replacement-therapy-provider/wellness-specialists-of-milford-ma/,
Infinite Beauty Lounge Milton,75 Adams Street Ste,Milton,MA,02186,"75 Adams Street Ste F Milton, MA 02186",(617) 609-0503,https://www.evexipel.com/hormone-replacement-therapy-provider/infinite-beauty-lounge-milton-ma/,
OCEANUS HEALTH LLC,1 Cherry St,Nantucket,MA,02554,"1 Cherry St Nantucket, MA 02554",(774) 310-4144,https://www.evexipel.com/hormone-replacement-therapy-provider/oceanus-health-llc-nantucket-ma/,
RN Esthetics Newburyport,2 Market Street,Newburyport,MA,01950,"2 Market Street Newburyport, MA 01950",(978) 643-5760,https://www.evexipel.com/hormone-replacement-therapy-provider/rn-esthetics-newburyport-ma/,
KDR Medspa + Wellness,415 Lexington St,Newton,MA,02466,"415 Lexington St Newton, MA 02466",(978) 577-2857,https://www.evexipel.com/hormone-replacement-therapy-provider/kdr-medspa-wellness-newton-ma/,
Skin Pure Medical Aesthetics,50 Main Street Ste 300,North Reading,MA,01864,"50 Main Street Ste 300 North Reading, MA 01864",(857) 386-7063,https://www.evexipel.com/hormone-replacement-therapy-provider/skin-pure-medical-aesthetics-north-reading-ma/,
Vive Aesthetics & Wellness,147 Court St,Plymouth,MA,02360,"147 Court St Plymouth, MA 02360",(781) 214-7141,https://www.evexipel.com/hormone-replacement-therapy-provider/vive-aesthetics-wellness-plymouth-ma/,https://share.google/g2z5Qd5og9eBt391A
Vitalize and Thrive Integrative Health,56 General Way Suite,Reading,MA,01867,"56 General Way Suite #21 Reading, MA 01867",(978) 494-1232,https://www.evexipel.com/hormone-replacement-therapy-provider/vitalize-and-thrive-integrative-health-reading-ma/,
RN Esthetics Salem,331 Lafayette St.,Salem,MA,01970,"331 Lafayette St. Salem, MA 01970",(978) 396-4490,https://www.evexipel.com/hormone-replacement-therapy-provider/rn-esthetics-salem-ma/,
Botastic Wellness Center,645 Belmont Ave,Springfield,MA,01108,"645 Belmont Ave Springfield, MA 01108",(860) 370-3814,https://www.evexipel.com/hormone-replacement-therapy-provider/botastic-wellness-center-springfield-ma/,
IV Hub Wellness,117 Main St Ste 27,Stoneham,MA,02180,"117 Main St Ste 27 Stoneham, MA 02180",(978) 662-2943,https://www.evexipel.com/hormone-replacement-therapy-provider/iv-hub-wellness-stoneham-ma/,
"Vibrant Minds and Wellness, PLLC",29 Albion St Ste,Wakefield,MA,01880,"29 Albion St Ste B4 Wakefield, MA 01880",(978) 584-9282,https://www.evexipel.com/hormone-replacement-therapy-provider/vibrant-minds-and-wellness-pllc-wakefield-ma/,
ShushRx,393 Totten Pond Road Suite 102,Waltham,MA,02451,"393 Totten Pond Road Suite 102 Waltham, MA 02451",(978) 932-8017,https://www.evexipel.com/hormone-replacement-therapy-provider/shushrx-waltham-ma/,
Cove Aesthetics,300 Main St Ste 15,Wenham,MA,01984,"300 Main St Ste 15 Wenham, MA 01984",(978) 543-1757,https://www.evexipel.com/hormone-replacement-therapy-provider/cove-aesthetics-wenham-ma/,
"Caring for All, PC Family Medicine",955 Main St. Ste 306,Winchester,MA,01890,"955 Main St.  Ste 306 Winchester, MA 01890",(781) 650-4958,https://www.evexipel.com/hormone-replacement-therapy-provider/caring-for-all-pc-family-medicine-winchester-ma/,
Aponi Aesthetics Medical Aesthetics,99 Prescott St Ste 104,Worcester,MA,01605,"99 Prescott St Ste 104 Worcester, MA 01605",(508) 290-6752,https://www.evexipel.com/hormone-replacement-therapy-provider/aponi-aesthetics-medical-aesthetics-worcester-ma/,
VIDA MD Wellness and Aesthetics,73 Hamilton St.,Worcester,MA,01604,"73 Hamilton St. Worcester, MA 01604",(508) 306-8243,https://www.evexipel.com/hormone-replacement-therapy-provider/vida-md-wellness-and-aesthetics-worcester-ma/,
"Reimagine Weight Loss and Wellness, Inc",939 Route 6A Ste,Yarmouth Port,MA,02675,"939 Route 6A Ste D1 Yarmouth Port, MA 02675",(857) 323-9840,https://www.evexipel.com/hormone-replacement-therapy-provider/reimagine-weight-loss-and-wellness-inc-yarmouth-ma/,
